case=146 start=(74,91) goal=(120,132) dist=786 steps=73 (H=59,D=14) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=674364 | algo relax=355130 improved=46898 settled=46881
case=147 start=(247,244) goal=(247,228) dist=160 steps=16 (H=16,D=0) time=4ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=624240 | algo relax=355130 improved=46902 settled=46881
case=148 start=(10,254) goal=(227,50) dist=3636 steps=312 (H=183,D=129) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=635868 | algo relax=355130 improved=46901 settled=46881
case=149 start=(224,138) goal=(48,160) dist=2098 steps=183 (H=116,D=67) time=5ms | PQ push=46881 pop=46881 dec=11 scans=0 moves=655886 | algo relax=355130 improved=46891 settled=46881
case=150 start=(0,236) goal=(250,54) dist=3646 steps=317 (H=198,D=119) time=4ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=636374 | algo relax=355130 improved=46901 settled=46881
case=151 start=(213,38) goal=(47,17) dist=1992 steps=182 (H=139,D=43) time=4ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=649450 | algo relax=355130 improved=46895 settled=46881
case=152 start=(66,155) goal=(41,148) dist=278 steps=25 (H=18,D=7) time=4ms | PQ push=46881 pop=46881 dec=54 scans=0 moves=667226 | algo relax=355130 improved=46934 settled=46881
case=153 start=(89,41) goal=(127,42) dist=536 steps=46 (H=27,D=19) time=5ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=655514 | algo relax=355130 improved=46896 settled=46881
case=154 start=(118,186) goal=(110,180) dist=104 steps=8 (H=2,D=6) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=678524 | algo relax=355130 improved=46901 settled=46881
case=155 start=(161,225) goal=(134,224) dist=274 steps=27 (H=26,D=1) time=4ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=651268 | algo relax=355130 improved=46897 settled=46881
case=156 start=(11,20) goal=(254,242) dist=3750 steps=315 (H=165,D=150) time=4ms | PQ push=46881 pop=46881 dec=27 scans=0 moves=631330 | algo relax=355130 improved=46907 settled=46881
case=157 start=(246,215) goal=(4,20) dist=3652 steps=308 (H=165,D=143) time=4ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=628968 | algo relax=355130 improved=46903 settled=46881
case=158 start=(224,96) goal=(61,254) dist=2784 steps=234 (H=123,D=111) time=4ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=660364 | algo relax=355130 improved=46893 settled=46881
case=159 start=(73,33) goal=(80,53) dist=268 steps=24 (H=17,D=7) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=647244 | algo relax=355130 improved=46893 settled=46881
case=160 start=(6,80) goal=(178,51) dist=1956 steps=172 (H=113,D=59) time=5ms | PQ push=46881 pop=46881 dec=32 scans=0 moves=647988 | algo relax=355130 improved=46912 settled=46881
case=161 start=(150,123) goal=(186,74) dist=766 steps=71 (H=57,D=14) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=709450 | algo relax=355130 improved=46895 settled=46881
case=162 start=(97,171) goal=(89,161) dist=132 steps=10 (H=2,D=8) time=5ms | PQ push=46881 pop=46881 dec=19 scans=0 moves=673334 | algo relax=355130 improved=46899 settled=46881
case=163 start=(51,233) goal=(253,0) dist=3600 steps=310 (H=185,D=125) time=4ms | PQ push=46881 pop=46881 dec=77 scans=0 moves=637514 | algo relax=355130 improved=46957 settled=46881
case=164 start=(152,226) goal=(218,118) dist=1444 steps=118 (H=52,D=66) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=654348 | algo relax=355130 improved=46901 settled=46881
case=165 start=(180,114) goal=(238,121) dist=608 steps=58 (H=51,D=7) time=5ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=677892 | algo relax=355130 improved=46896 settled=46881
case=166 start=(109,121) goal=(26,249) dist=2084 steps=184 (H=123,D=61) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=717684 | algo relax=355130 improved=46895 settled=46881
case=167 start=(247,48) goal=(62,225) dist=3248 steps=276 (H=154,D=122) time=4ms | PQ push=46881 pop=46881 dec=25 scans=0 moves=643794 | algo relax=355130 improved=46905 settled=46881
case=168 start=(70,223) goal=(247,73) dist=3096 steps=274 (H=185,D=89) time=4ms | PQ push=46881 pop=46881 dec=25 scans=0 moves=637110 | algo relax=355130 improved=46905 settled=46881
case=169 start=(1,76) goal=(253,241) dist=3248 steps=262 (H=105,D=157) time=4ms | PQ push=46881 pop=46881 dec=34 scans=0 moves=647078 | algo relax=355130 improved=46914 settled=46881
case=170 start=(92,0) goal=(110,54) dist=612 steps=54 (H=36,D=18) time=4ms | PQ push=46881 pop=46881 dec=12 scans=0 moves=646196 | algo relax=355130 improved=46892 settled=46881
case=171 start=(157,22) goal=(216,253) dist=2578 steps=231 (H=164,D=67) time=4ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=650944 | algo relax=355130 improved=46894 settled=46881
case=172 start=(254,0) goal=(56,227) dist=3556 steps=304 (H=175,D=129) time=4ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=638894 | algo relax=355130 improved=46894 settled=46881
case=173 start=(90,212) goal=(3,18) dist=2354 steps=205 (H=129,D=76) time=4ms | PQ push=46881 pop=46881 dec=25 scans=0 moves=657248 | algo relax=355130 improved=46905 settled=46881
case=174 start=(46,100) goal=(33,46) dist=592 steps=54 (H=41,D=13) time=5ms | PQ push=46881 pop=46881 dec=64 scans=0 moves=664028 | algo relax=355130 improved=46944 settled=46881
case=175 start=(129,5) goal=(51,157) dist=2012 steps=178 (H=120,D=58) time=4ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=649954 | algo relax=355130 improved=46896 settled=46881
case=176 start=(97,59) goal=(42,248) dist=2426 steps=219 (H=160,D=59) time=4ms | PQ push=46881 pop=46881 dec=11 scans=0 moves=665602 | algo relax=355130 improved=46891 settled=46881
case=177 start=(86,196) goal=(124,4) dist=2184 steps=204 (H=168,D=36) time=4ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=659508 | algo relax=355130 improved=46900 settled=46881
case=178 start=(144,224) goal=(248,229) dist=1060 steps=104 (H=99,D=5) time=4ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=656572 | algo relax=355130 improved=46901 settled=46881
case=179 start=(135,104) goal=(142,130) dist=288 steps=26 (H=19,D=7) time=5ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=706616 | algo relax=355130 improved=46896 settled=46881
case=180 start=(65,225) goal=(63,10) dist=2364 steps=216 (H=165,D=51) time=4ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=637634 | algo relax=355130 improved=46903 settled=46881
case=181 start=(79,0) goal=(126,255) dist=2786 steps=255 (H=196,D=59) time=4ms | PQ push=46881 pop=46881 dec=11 scans=0 moves=640964 | algo relax=355130 improved=46891 settled=46881
case=182 start=(142,228) goal=(117,155) dist=830 steps=73 (H=48,D=25) time=4ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=654254 | algo relax=355130 improved=46898 settled=46881
case=183 start=(174,253) goal=(162,165) dist=1640 steps=144 (H=94,D=50) time=5ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=640034 | algo relax=355130 improved=46903 settled=46881
case=184 start=(47,25) goal=(249,188) dist=2990 steps=251 (H=131,D=120) time=6ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=635994 | algo relax=355130 improved=46895 settled=46881
case=185 start=(196,64) goal=(211,81) dist=290 steps=27 (H=22,D=5) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=662044 | algo relax=355130 improved=46901 settled=46881
case=186 start=(28,4) goal=(207,245) dist=3324 steps=274 (H=128,D=146) time=5ms | PQ push=46881 pop=46881 dec=29 scans=0 moves=628888 | algo relax=355130 improved=46909 settled=46881
case=187 start=(36,126) goal=(227,82) dist=2152 steps=194 (H=141,D=53) time=6ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=663850 | algo relax=355130 improved=46896 settled=46881
case=188 start=(41,77) goal=(232,219) dist=2730 steps=225 (H=105,D=120) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=655524 | algo relax=355130 improved=46893 settled=46881
case=189 start=(248,33) goal=(22,230) dist=3542 steps=299 (H=161,D=138) time=4ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=642018 | algo relax=355130 improved=46903 settled=46881
case=190 start=(163,77) goal=(161,79) dist=28 steps=2 (H=0,D=2) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=681242 | algo relax=355130 improved=46895 settled=46881
case=191 start=(10,110) goal=(3,113) dist=82 steps=7 (H=4,D=3) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=654920 | algo relax=355130 improved=46894 settled=46881
case=192 start=(34,223) goal=(230,94) dist=3162 steps=281 (H=193,D=88) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=637680 | algo relax=355130 improved=46901 settled=46881
case=193 start=(50,144) goal=(107,53) dist=1312 steps=116 (H=78,D=38) time=6ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=663666 | algo relax=355130 improved=46902 settled=46881
case=194 start=(71,177) goal=(228,131) dist=1886 steps=167 (H=113,D=54) time=5ms | PQ push=46881 pop=46881 dec=36 scans=0 moves=661926 | algo relax=355130 improved=46916 settled=46881
case=195 start=(252,246) goal=(31,47) dist=3330 steps=275 (H=130,D=145) time=5ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=623934 | algo relax=355130 improved=46902 settled=46881
case=196 start=(203,235) goal=(102,173) dist=1258 steps=101 (H=39,D=62) time=5ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=636646 | algo relax=355130 improved=46902 settled=46881
case=197 start=(1,216) goal=(134,2) dist=2968 steps=258 (H=161,D=97) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=637192 | algo relax=355130 improved=46901 settled=46881
case=198 start=(120,240) goal=(44,71) dist=2000 steps=170 (H=95,D=75) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=647936 | algo relax=355130 improved=46898 settled=46881
case=199 start=(168,14) goal=(169,254) dist=2564 steps=240 (H=199,D=41) time=5ms | PQ push=46881 pop=46881 dec=12 scans=0 moves=648476 | algo relax=355130 improved=46892 settled=46881
case=200 start=(246,13) goal=(50,233) dist=3446 steps=297 (H=178,D=119) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=639896 | algo relax=355130 improved=46894 settled=46881
case=201 start=(127,41) goal=(30,51) dist=1074 steps=97 (H=71,D=26) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=662598 | algo relax=355130 improved=46897 settled=46881
case=202 start=(193,59) goal=(213,99) dist=598 steps=53 (H=36,D=17) time=4ms | PQ push=46881 pop=46881 dec=19 scans=0 moves=662078 | algo relax=355130 improved=46899 settled=46881
case=203 start=(232,207) goal=(7,34) dist=3306 steps=279 (H=150,D=129) time=4ms | PQ push=46881 pop=46881 dec=25 scans=0 moves=633982 | algo relax=355130 improved=46905 settled=46881
case=204 start=(94,18) goal=(233,147) dist=2424 steps=212 (H=136,D=76) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=655344 | algo relax=355130 improved=46897 settled=46881
case=205 start=(149,53) goal=(151,56) dist=38 steps=3 (H=1,D=2) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=670978 | algo relax=355130 improved=46894 settled=46881
case=206 start=(15,102) goal=(2,78) dist=326 steps=27 (H=13,D=14) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=654172 | algo relax=355130 improved=46897 settled=46881
case=207 start=(24,9) goal=(247,242) dist=3704 steps=308 (H=152,D=156) time=4ms | PQ push=46881 pop=46881 dec=32 scans=0 moves=629704 | algo relax=355130 improved=46912 settled=46881
case=208 start=(55,222) goal=(116,128) dist=1526 steps=139 (H=105,D=34) time=4ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=640264 | algo relax=355130 improved=46903 settled=46881
case=209 start=(161,48) goal=(212,43) dist=530 steps=51 (H=46,D=5) time=5ms | PQ push=46881 pop=46881 dec=12 scans=0 moves=664816 | algo relax=355130 improved=46892 settled=46881
case=210 start=(122,50) goal=(154,81) dist=510 steps=43 (H=23,D=20) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=667458 | algo relax=355130 improved=46897 settled=46881
case=211 start=(34,3) goal=(207,250) dist=3324 steps=274 (H=128,D=146) time=4ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=629456 | algo relax=355130 improved=46898 settled=46881
case=212 start=(195,154) goal=(22,3) dist=2632 steps=220 (H=112,D=108) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=667872 | algo relax=355130 improved=46893 settled=46881
case=213 start=(213,178) goal=(50,5) dist=2762 steps=235 (H=132,D=103) time=4ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=652020 | algo relax=355130 improved=46898 settled=46881
case=214 start=(254,1) goal=(64,223) dist=3550 steps=301 (H=166,D=135) time=4ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=638868 | algo relax=355130 improved=46894 settled=46881
case=215 start=(117,189) goal=(83,137) dist=656 steps=52 (H=18,D=34) time=5ms | PQ push=46881 pop=46881 dec=24 scans=0 moves=676626 | algo relax=355130 improved=46904 settled=46881
case=216 start=(243,57) goal=(118,3) dist=1484 steps=128 (H=77,D=51) time=5ms | PQ push=46881 pop=46881 dec=26 scans=0 moves=648210 | algo relax=355130 improved=46906 settled=46881
case=217 start=(237,107) goal=(14,130) dist=2688 steps=236 (H=154,D=82) time=5ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=654376 | algo relax=355130 improved=46890 settled=46881
case=218 start=(249,210) goal=(145,156) dist=1298 steps=111 (H=64,D=47) time=4ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=630732 | algo relax=355130 improved=46902 settled=46881
case=219 start=(105,195) goal=(195,11) dist=2338 steps=207 (H=140,D=67) time=5ms | PQ push=46881 pop=46881 dec=26 scans=0 moves=669308 | algo relax=355130 improved=46906 settled=46881
case=220 start=(224,36) goal=(85,34) dist=1616 steps=150 (H=121,D=29) time=4ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=644226 | algo relax=355130 improved=46894 settled=46881
case=221 start=(182,203) goal=(222,166) dist=770 steps=65 (H=35,D=30) time=4ms | PQ push=46881 pop=46881 dec=45 scans=0 moves=655206 | algo relax=355130 improved=46925 settled=46881
case=222 start=(245,150) goal=(31,49) dist=2838 steps=251 (H=169,D=82) time=5ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=652502 | algo relax=355130 improved=46890 settled=46881
case=223 start=(179,156) goal=(94,73) dist=1356 steps=114 (H=60,D=54) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=675080 | algo relax=355130 improved=46901 settled=46881
case=224 start=(47,3) goal=(58,17) dist=184 steps=14 (H=3,D=11) time=4ms | PQ push=46881 pop=46881 dec=12 scans=0 moves=632278 | algo relax=355130 improved=46892 settled=46881
case=225 start=(4,218) goal=(253,5) dist=3730 steps=311 (H=156,D=155) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=637544 | algo relax=355130 improved=46901 settled=46881
case=226 start=(163,13) goal=(28,248) dist=3278 steps=293 (H=206,D=87) time=5ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=648082 | algo relax=355130 improved=46902 settled=46881
case=227 start=(131,186) goal=(115,12) dist=1900 steps=174 (H=134,D=40) time=5ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=679444 | algo relax=355130 improved=46903 settled=46881
case=228 start=(187,123) goal=(177,124) dist=104 steps=10 (H=9,D=1) time=5ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=675082 | algo relax=355130 improved=46900 settled=46881
case=229 start=(223,110) goal=(56,142) dist=2342 steps=211 (H=153,D=58) time=5ms | PQ push=46881 pop=46881 dec=8 scans=0 moves=656482 | algo relax=355130 improved=46888 settled=46881
case=230 start=(24,207) goal=(166,179) dist=1532 steps=142 (H=114,D=28) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=640494 | algo relax=355130 improved=46901 settled=46881
case=231 start=(143,116) goal=(120,251) dist=1466 steps=135 (H=106,D=29) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=711654 | algo relax=355130 improved=46893 settled=46881
case=232 start=(175,181) goal=(207,158) dist=436 steps=36 (H=17,D=19) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=667322 | algo relax=355130 improved=46897 settled=46881
case=233 start=(151,250) goal=(80,209) dist=874 steps=71 (H=30,D=41) time=4ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=642576 | algo relax=355130 improved=46900 settled=46881
case=234 start=(94,117) goal=(196,42) dist=1476 steps=128 (H=79,D=49) time=5ms | PQ push=46881 pop=46881 dec=11 scans=0 moves=698498 | algo relax=355130 improved=46891 settled=46881
case=235 start=(162,233) goal=(150,80) dist=1670 steps=155 (H=125,D=30) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=648260 | algo relax=355130 improved=46901 settled=46881
case=236 start=(171,235) goal=(104,166) dist=994 steps=75 (H=14,D=61) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=645352 | algo relax=355130 improved=46898 settled=46881
case=237 start=(32,235) goal=(23,22) dist=2542 steps=221 (H=138,D=83) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=637292 | algo relax=355130 improved=46901 settled=46881
case=238 start=(162,73) goal=(123,118) dist=844 steps=74 (H=48,D=26) time=5ms | PQ push=46881 pop=46881 dec=11 scans=0 moves=679512 | algo relax=355130 improved=46891 settled=46881
case=239 start=(168,192) goal=(54,2) dist=2512 steps=216 (H=128,D=88) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=665930 | algo relax=355130 improved=46898 settled=46881
case=240 start=(235,38) goal=(106,246) dist=2686 steps=223 (H=109,D=114) time=5ms | PQ push=46881 pop=46881 dec=24 scans=0 moves=644776 | algo relax=355130 improved=46904 settled=46881
case=241 start=(231,246) goal=(79,7) dist=3232 steps=278 (H=165,D=113) time=4ms | PQ push=46881 pop=46881 dec=16 scans=0 moves=626898 | algo relax=355130 improved=46896 settled=46881
case=242 start=(237,232) goal=(215,205) dist=370 steps=29 (H=9,D=20) time=4ms | PQ push=46881 pop=46881 dec=31 scans=0 moves=628300 | algo relax=355130 improved=46911 settled=46881
case=243 start=(158,215) goal=(168,215) dist=100 steps=10 (H=10,D=0) time=5ms | PQ push=46881 pop=46881 dec=25 scans=0 moves=656942 | algo relax=355130 improved=46905 settled=46881
case=244 start=(32,67) goal=(125,203) dist=1738 steps=137 (H=45,D=92) time=5ms | PQ push=46881 pop=46881 dec=35 scans=0 moves=648970 | algo relax=355130 improved=46915 settled=46881
case=245 start=(246,10) goal=(52,186) dist=3026 steps=255 (H=136,D=119) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=639576 | algo relax=355130 improved=46894 settled=46881
case=246 start=(126,238) goal=(24,14) dist=2648 steps=224 (H=122,D=102) time=5ms | PQ push=46881 pop=46881 dec=19 scans=0 moves=648128 | algo relax=355130 improved=46899 settled=46881
case=247 start=(70,31) goal=(25,114) dist=1082 steps=95 (H=62,D=33) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=645404 | algo relax=355130 improved=46895 settled=46881
case=248 start=(56,0) goal=(50,115) dist=1242 steps=117 (H=99,D=18) time=5ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=635284 | algo relax=355130 improved=46890 settled=46881
case=249 start=(213,183) goal=(31,107) dist=2232 steps=192 (H=114,D=78) time=5ms | PQ push=46881 pop=46881 dec=26 scans=0 moves=649308 | algo relax=355130 improved=46906 settled=46881
case=250 start=(55,15) goal=(254,211) dist=3208 steps=270 (H=143,D=127) time=5ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=635134 | algo relax=355130 improved=46890 settled=46881
case=251 start=(198,232) goal=(252,131) dist=1412 steps=124 (H=81,D=43) time=5ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=639382 | algo relax=355130 improved=46900 settled=46881
case=252 start=(84,13) goal=(246,254) dist=3334 steps=287 (H=171,D=116) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=643904 | algo relax=355130 improved=46898 settled=46881
case=253 start=(146,118) goal=(192,67) dist=902 steps=79 (H=51,D=28) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=711436 | algo relax=355130 improved=46894 settled=46881
case=254 start=(48,151) goal=(252,210) dist=2316 steps=204 (H=135,D=69) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=660680 | algo relax=355130 improved=46901 settled=46881
case=255 start=(235,215) goal=(135,186) dist=1180 steps=104 (H=69,D=35) time=5ms | PQ push=46881 pop=46881 dec=26 scans=0 moves=630364 | algo relax=355130 improved=46906 settled=46881
case=256 start=(253,4) goal=(247,24) dist=224 steps=20 (H=14,D=6) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=638964 | algo relax=355130 improved=46894 settled=46881
case=257 start=(72,10) goal=(252,253) dist=3464 steps=294 (H=163,D=131) time=5ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=640268 | algo relax=355130 improved=46890 settled=46881
case=258 start=(124,114) goal=(208,179) dist=1472 steps=142 (H=129,D=13) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=716948 | algo relax=355130 improved=46893 settled=46881
case=259 start=(133,228) goal=(123,159) dist=730 steps=69 (H=59,D=10) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=653404 | algo relax=355130 improved=46898 settled=46881
case=260 start=(157,173) goal=(221,121) dist=1070 steps=93 (H=58,D=35) time=5ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=682010 | algo relax=355130 improved=46900 settled=46881
case=261 start=(2,251) goal=(232,74) dist=3542 steps=319 (H=231,D=88) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=636004 | algo relax=355130 improved=46901 settled=46881
case=262 start=(162,198) goal=(227,60) dist=1902 steps=163 (H=95,D=68) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=664862 | algo relax=355130 improved=46895 settled=46881
case=263 start=(76,64) goal=(86,150) dist=900 steps=86 (H=76,D=10) time=5ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=660244 | algo relax=355130 improved=46898 settled=46881
case=264 start=(99,36) goal=(231,73) dist=1546 steps=137 (H=93,D=44) time=5ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=662784 | algo relax=355130 improved=46897 settled=46881
case=265 start=(205,255) goal=(239,250) dist=360 steps=34 (H=29,D=5) time=5ms | PQ push=46881 pop=46881 dec=19 scans=0 moves=634564 | algo relax=355130 improved=46899 settled=46881
case=266 start=(181,108) goal=(162,125) dist=270 steps=21 (H=6,D=15) time=5ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=675066 | algo relax=355130 improved=46901 settled=46881
case=267 start=(200,41) goal=(80,161) dist=2038 steps=177 (H=110,D=67) time=5ms | PQ push=46881 pop=46881 dec=13 scans=0 moves=654148 | algo relax=355130 improved=46893 settled=46881
case=268 start=(159,224) goal=(171,238) dist=188 steps=14 (H=2,D=12) time=5ms | PQ push=46881 pop=46881 dec=24 scans=0 moves=652604 | algo relax=355130 improved=46904 settled=46881
case=269 start=(17,66) goal=(233,145) dist=2838 steps=255 (H=183,D=72) time=5ms | PQ push=46881 pop=46881 dec=34 scans=0 moves=644922 | algo relax=355130 improved=46914 settled=46881
case=270 start=(218,114) goal=(2,2) dist=2876 steps=246 (H=142,D=104) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=657040 | algo relax=355130 improved=46894 settled=46881
case=271 start=(190,60) goal=(8,34) dist=2244 steps=202 (H=146,D=56) time=5ms | PQ push=46881 pop=46881 dec=15 scans=0 moves=663114 | algo relax=355130 improved=46895 settled=46881
case=272 start=(88,228) goal=(76,64) dist=1688 steps=164 (H=152,D=12) time=5ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=652956 | algo relax=355130 improved=46900 settled=46881
case=273 start=(49,7) goal=(219,252) dist=3346 steps=281 (H=147,D=134) time=4ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=632732 | algo relax=355130 improved=46890 settled=46881
case=274 start=(35,116) goal=(13,63) dist=618 steps=53 (H=31,D=22) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=662806 | algo relax=355130 improved=46894 settled=46881
case=275 start=(58,199) goal=(44,145) dist=596 steps=54 (H=40,D=14) time=4ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=649108 | algo relax=355130 improved=46900 settled=46881
case=276 start=(197,244) goal=(149,188) dist=752 steps=56 (H=8,D=48) time=4ms | PQ push=46881 pop=46881 dec=20 scans=0 moves=637956 | algo relax=355130 improved=46900 settled=46881
case=277 start=(242,124) goal=(73,157) dist=2108 steps=178 (H=96,D=82) time=4ms | PQ push=46881 pop=46881 dec=10 scans=0 moves=655212 | algo relax=355130 improved=46890 settled=46881
case=278 start=(195,140) goal=(200,85) dist=696 steps=64 (H=50,D=14) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=667788 | algo relax=355130 improved=46894 settled=46881
case=279 start=(2,244) goal=(29,1) dist=2954 steps=267 (H=196,D=71) time=4ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=636246 | algo relax=355130 improved=46901 settled=46881
case=280 start=(171,37) goal=(109,213) dist=2014 steps=177 (H=116,D=61) time=4ms | PQ push=46881 pop=46881 dec=12 scans=0 moves=657380 | algo relax=355130 improved=46892 settled=46881
case=281 start=(177,0) goal=(109,224) dist=2512 steps=224 (H=156,D=68) time=4ms | PQ push=46881 pop=46881 dec=19 scans=0 moves=644618 | algo relax=355130 improved=46899 settled=46881
case=282 start=(148,195) goal=(41,27) dist=2246 steps=191 (H=107,D=84) time=4ms | PQ push=46881 pop=46881 dec=17 scans=0 moves=671790 | algo relax=355130 improved=46897 settled=46881
case=283 start=(1,210) goal=(255,33) dist=3600 steps=310 (H=185,D=125) time=4ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=637654 | algo relax=355130 improved=46901 settled=46881
case=284 start=(141,187) goal=(134,199) dist=148 steps=12 (H=5,D=7) time=5ms | PQ push=46881 pop=46881 dec=23 scans=0 moves=677644 | algo relax=355130 improved=46903 settled=46881
case=285 start=(182,251) goal=(35,108) dist=2110 steps=157 (H=22,D=135) time=4ms | PQ push=46881 pop=46881 dec=18 scans=0 moves=640120 | algo relax=355130 improved=46898 settled=46881
case=286 start=(225,114) goal=(51,18) dist=2434 steps=219 (H=158,D=61) time=4ms | PQ push=46881 pop=46881 dec=9 scans=0 moves=656650 | algo relax=355130 improved=46889 settled=46881
case=287 start=(53,232) goal=(192,15) dist=2894 steps=241 (H=120,D=121) time=4ms | PQ push=46881 pop=46881 dec=36 scans=0 moves=637816 | algo relax=355130 improved=46916 settled=46881
case=288 start=(9,255) goal=(217,38) dist=3638 steps=311 (H=179,D=132) time=4ms | PQ push=46881 pop=46881 dec=21 scans=0 moves=635852 | algo relax=355130 improved=46901 settled=46881
case=289 start=(85,168) goal=(31,132) dist=942 steps=77 (H=34,D=43) time=5ms | PQ push=46881 pop=46881 dec=22 scans=0 moves=671566 | algo relax=355130 improved=46902 settled=46881
case=290 start=(111,217) goal=(138,233) dist=334 steps=27 (H=11,D=16) time=4ms | PQ push=46881 pop=46881 dec=26 scans=0 moves=661744 | algo relax=355130 improved=46906 settled=46881
case=291 start=(250,2) goal=(161,188) dist=2410 steps=201 (H=101,D=100) time=5ms | PQ push=46881 pop=46881 dec=14 scans=0 moves=638952 | algo relax=355130 improved=46894 settled=46881
